epoch,lr-Adam,step,test_auroc,test_f1_score,test_f_beta,test_loss_epoch,test_loss_step,test_mcc,train_f1_score,train_f_beta,train_loss_epoch,train_loss_step,train_mcc,val_auroc,val_f1_score,val_f_beta,val_loss_epoch,val_loss_step,val_mcc
4,,1329,,,,,,,,,,0.6555901765823364,,,,,,,
4,,1339,,,,,,,,,,0.7115327715873718,,,,,,,
4,,1349,,,,,,,,,,0.6796243786811829,,,,,,,
,,242,,,,,,,,,,,,,,,,1.1425704956054688,
,,243,,,,,,,,,,,,,,,,0.4490814208984375,
,,244,,,,,,,,,,,,,,,,0.6374588012695312,
,,245,,,,,,,,,,,,,,,,0.8484344482421875,
,,246,,,,,,,,,,,,,,,,0.8936004638671875,
,,247,,,,,,,,,,,,,,,,1.333892822265625,
,,248,,,,,,,,,,,,,,,,0.9707489013671875,
,,249,,,,,,,,,,,,,,,,0.8516693115234375,
,,250,,,,,,,,,,,,,,,,0.7052631378173828,
,,251,,,,,,,,,,,,,,,,0.2712211608886719,
,,252,,,,,,,,,,,,,,,,0.09873676300048828,
,,253,,,,,,,,,,,,,,,,0.26332616806030273,
,,254,,,,,,,,,,,,,,,,0.3402557373046875,
,,255,,,,,,,,,,,,,,,,0.655120849609375,
,,256,,,,,,,,,,,,,,,,1.132965087890625,
,,257,,,,,,,,,,,,,,,,0.7126693725585938,
,,258,,,,,,,,,,,,,,,,0.757965087890625,
,,259,,,,,,,,,,,,,,,,0.9776153564453125,
,,260,,,,,,,,,,,,,,,,0.8138580322265625,
,,261,,,,,,,,,,,,,,,,0.5653495788574219,
,,262,,,,,,,,,,,,,,,,0.42383241653442383,
,,263,,,,,,,,,,,,,,,,1.0318450927734375,
,,264,,,,,,,,,,,,,,,,1.0620574951171875,
,,265,,,,,,,,,,,,,,,,1.4526519775390625,
,,266,,,,,,,,,,,,,,,,0.6280937194824219,
,,267,,,,,,,,,,,,,,,,0.5878524780273438,
,,268,,,,,,,,,,,,,,,,0.9585647583007812,
,,269,,,,,,,,,,,,,,,,1.4855194091796875,
,,270,,,,,,,,,,,,,,,,1.4183502197265625,
,,271,,,,,,,,,,,,,,,,0.3496284484863281,
,,272,,,,,,,,,,,,,,,,0.007010221481323242,
,,273,,,,,,,,,,,,,,,,0.3077967166900635,
,,274,,,,,,,,,,,,,,,,0.6179656982421875,
,,275,,,,,,,,,,,,,,,,0.7113800048828125,
,,276,,,,,,,,,,,,,,,,0.5149078369140625,
,,277,,,,,,,,,,,,,,,,0.5398330688476562,
,,278,,,,,,,,,,,,,,,,0.92327880859375,
,,279,,,,,,,,,,,,,,,,0.5900650024414062,
,,280,,,,,,,,,,,,,,,,0.59503173828125,
,,281,,,,,,,,,,,,,,,,0.7447967529296875,
,,282,,,,,,,,,,,,,,,,0.560455322265625,
,,283,,,,,,,,,,,,,,,,0.6100482940673828,
,,284,,,,,,,,,,,,,,,,0.644622802734375,
,,285,,,,,,,,,,,,,,,,0.8239555358886719,
,,286,,,,,,,,,,,,,,,,0.7934417724609375,
,,287,,,,,,,,,,,,,,,,1.137481689453125,
,,288,,,,,,,,,,,,,,,,1.718994140625,
,,289,,,,,,,,,,,,,,,,1.83489990234375,
,,290,,,,,,,,,,,,,,,,2.572998046875,
,,291,,,,,,,,,,,,,,,,1.2404499053955078,
,,292,,,,,,,,,,,,,,,,1.5302848815917969,
